0.866025	0.500000	$h_{a}$
0.258819	0.965926	$h_{b}$
-0.500000	0.866025	$c_{d}$
-0.965926	0.258819	$c_{c}$
-0.866025	-0.500000	$c^{\\dagger}_{m}$
-0.258819	-0.965926	$h^{\\dagger}_{i}$
0.500000	-0.866025	$c^{\\dagger}_{o}$
0.965926	-0.258819	$h^{\\dagger}_{k}$
