0.866025	0.500000	$h_{a}$
0.000000	1.000000	$h_{b}$
-0.866025	0.500000	$h_{c}$
-0.866025	-0.500000	$h^{\\dagger}_{d}$
-0.000000	-1.000000	$h^{\\dagger}_{f}$
0.866025	-0.500000	$h^{\\dagger}_{e}$
